id	MCF7_ctl_1	MCF7_ctl_2	MCF7_ctl_3	MCF7_ROR2_1	MCF7_ROR2_2	MCF7_ROR2_3	pval	qval
ENSG00000232859	278.75	293.66	272.11	243.35	222.24	348.9	0.7624639295814414	1.0
ENSG00000259776	33.58	30.27	20.59	25.81	16.08	31.87	0.7624875016398821	1.0
ENSG00000137745	4.3	7.23	5.53	3.52	6.11	8.18	0.7625101327263839	1.0
ENSG00000232916	2.1	2.08	2.09	1.88	1.93	0.0	0.762559110143812	1.0
ENSG00000258524	3.0	4.0	9.0	6.0	2.0	5.0	0.7625597946800134	1.0
ENSG00000240889	88.27	63.78	76.02	74.6	64.49	83.89	0.7626407646085862	1.0
ENSG00000260841	31.0	35.0	38.0	37.0	22.0	47.0	0.762701800195244	1.0
ENSG00000115464	10990.26	12222.66	10709.21	10944.52	8567.33	12531.6	0.7627126514061101	1.0
ENSG00000236409	13.0	4.0	7.0	6.0	6.0	15.0	0.7627963722779235	1.0
ENSG00000248988	25.96	27.76	29.33	18.66	19.5	33.89	0.7627970905822655	1.0
ENSG00000250144	46.84	51.73	49.69	43.76	30.73	57.08	0.7628420638004747	1.0
ENSG00000267480	9.04	6.0	12.64	12.86	2.0	8.22	0.7628559298671354	1.0
ENSG00000182489	90.0	138.0	64.0	120.0	78.0	85.0	0.7628792557862595	1.0
ENSG00000168795	1600.0	1784.0	1475.0	1516.0	1181.0	1706.0	0.7629389945047226	1.0
ENSG00000232803	32.62	28.39	19.61	30.35	22.16	28.07	0.7630429013490162	1.0
ENSG00000249425	1.0	2.0	3.0	1.0	2.0	1.0	0.7630699313002464	1.0
ENSG00000270411	3.0	4.0	5.0	4.0	1.0	10.0	0.7631375296258662	1.0
ENSG00000237916	3.0	9.0	7.0	4.0	4.0	7.0	0.7631944330393521	1.0
ENSG00000169508	2.0	2.0	0.0	2.0	1.0	3.0	0.7632068715386073	1.0
ENSG00000142546	2225.14	2388.83	2030.05	2055.76	1549.36	2454.83	0.7632123815489745	1.0
ENSG00000123353	2054.19	1958.32	1821.02	2010.48	1393.42	2160.64	0.7632647707123871	1.0
ENSG00000134287	23276.14	23384.06	21584.45	23107.89	15064.64	24493.45	0.7632920646560142	1.0
ENSG00000269012	9.31	6.0	5.23	5.0	4.39	7.38	0.7632991014313676	1.0
ENSG00000112146	3083.17	3516.65	3354.29	2923.31	2558.24	4004.82	0.7633005479060333	1.0
ENSG00000170561	914.66	978.21	1118.25	840.01	768.5	1102.58	0.7634219076265021	1.0
ENSG00000229525	89.0	90.0	30.0	73.0	51.0	49.0	0.7634378985106626	1.0
ENSG00000167658	137134.0	133387.0	114555.0	127154.0	86775.0	155977.35	0.763451966004913	1.0
ENSG00000234913	16.91	24.17	11.16	20.97	9.9	13.0	0.7634643796698943	1.0
ENSG00000230980	3.12	9.55	6.23	6.17	4.0	4.35	0.7635532946062051	1.0
ENSG00000269758	22.33	29.21	17.35	14.48	14.35	42.83	0.763636088290667	1.0
ENSG00000185043	5467.75	5001.14	4878.16	5574.66	3625.6	5451.68	0.7636464426000468	1.0
ENSG00000254595	23.0	17.0	21.0	20.0	16.0	16.0	0.7636799784504656	1.0
ENSG00000197813	31.95	41.19	21.08	19.87	27.54	46.49	0.763693330906978	1.0
ENSG00000203284	4.61	6.13	5.48	5.61	0.0	7.71	0.7637475604616742	1.0
ENSG00000159445	754.48	499.12	684.6	752.37	416.46	751.43	0.7637600910725466	1.0
ENSG00000265603	29.57	33.02	16.51	20.4	21.1	24.79	0.7638171690185114	1.0
ENSG00000131067	225.0	271.0	255.0	203.0	140.0	340.0	0.7638638264094477	1.0
ENSG00000183971	20.0	15.0	24.0	17.0	15.0	18.0	0.763885746566739	1.0
ENSG00000167765	18.7	25.04	17.62	22.6	9.49	20.98	0.7639235209397436	1.0
ENSG00000236233	0.0	3.61	2.0	1.0	0.0	2.47	0.7639776388084901	1.0
ENSG00000237991	9.43	23.55	11.42	14.71	12.77	7.49	0.7640118409935148	1.0
ENSG00000228107	26.82	24.38	26.38	31.44	10.74	25.5	0.7640418812449373	1.0
ENSG00000161040	54.97	67.39	52.26	62.14	42.97	66.02	0.7640997474179251	1.0
ENSG00000203614	6.06	6.02	5.0	5.07	8.04	5.0	0.7641195900173626	1.0
ENSG00000251079	215.68	270.2	242.29	234.52	183.18	229.63	0.7641981735698988	1.0
ENSG00000068831	19.0	19.0	28.0	9.0	18.0	44.0	0.7642783832877713	1.0
ENSG00000269113	3.0	0.0	2.0	2.0	1.0	0.0	0.7643062367315262	1.0
ENSG00000117148	65.0	28.0	59.0	61.0	35.0	60.0	0.7643202982278048	1.0
ENSG00000156413	24.6	35.61	26.58	24.71	16.13	34.49	0.7643272222617015	1.0
ENSG00000228661	12.58	10.0	9.0	3.0	9.0	12.84	0.7643590623389507	1.0
ENSG00000047315	8518.71	8797.27	8088.25	8865.82	6385.07	8745.65	0.7643709074969302	1.0
ENSG00000262165	13.0	15.0	13.0	9.0	8.0	17.0	0.764394865471441	1.0
ENSG00000197557	628.66	702.76	570.42	608.42	475.03	621.41	0.7644186455998819	1.0
ENSG00000221883	43.21	44.18	49.31	51.59	27.53	40.89	0.7644198209510188	1.0
ENSG00000135976	1610.41	2248.46	1222.31	1412.76	1353.07	1678.59	0.7644661705492651	1.0
ENSG00000225125	2.0	7.0	8.0	4.0	2.0	7.0	0.7644969544053805	1.0
ENSG00000213003	0.0	3.01	2.01	1.0	2.01	0.0	0.7645308647554828	1.0
ENSG00000077514	2876.65	3058.61	2599.91	2720.74	2211.0	2744.0	0.764596230905457	1.0
ENSG00000250148	39.65	43.29	40.18	33.07	32.07	41.4	0.7646048503046448	1.0
ENSG00000137825	203.0	156.0	175.0	173.0	123.0	231.0	0.7646457463204406	1.0
ENSG00000229522	2.0	2.0	0.0	3.0	1.0	2.0	0.7647055041267555	1.0
ENSG00000251192	221.66	305.24	244.81	272.2	221.4	239.02	0.7647126009416119	1.0
ENSG00000161326	644.0	637.0	643.0	667.0	466.0	713.0	0.7647525398038261	1.0
ENSG00000272328	42.38	63.69	48.84	44.72	29.2	63.49	0.764759599760069	1.0
ENSG00000170647	28.0	34.0	39.0	29.0	31.0	40.0	0.7647608587471696	1.0
ENSG00000152595	2.0	1.0	1.0	1.0	3.0	2.0	0.7648060187964393	1.0
ENSG00000226771	2.0	1.0	1.0	1.0	3.0	2.0	0.7648060187964393	1.0
ENSG00000232894	3.17	2.06	1.03	2.04	0.0	2.06	0.7648785144188652	1.0
ENSG00000081138	12.18	13.31	7.72	7.77	11.23	15.37	0.7648863393853069	1.0
ENSG00000236264	2.24	5.84	4.54	9.23	2.93	2.38	0.7649121627782131	1.0
ENSG00000236069	9.68	7.06	10.92	7.6	13.16	7.83	0.7649585741574695	1.0
ENSG00000227450	48.91	35.39	32.1	52.69	26.76	18.09	0.764976606829366	1.0
ENSG00000261311	68.0	52.38	71.48	57.19	54.65	77.26	0.7649830055878626	1.0
ENSG00000111206	6000.37	7946.68	6993.29	6227.48	4995.16	7798.8	0.7649923338810188	1.0
ENSG00000079482	2082.6	2075.05	2240.58	2034.36	1442.14	2388.98	0.7650579775386466	1.0
ENSG00000221988	454.95	544.86	428.34	518.06	298.75	573.33	0.7651491379441199	1.0
ENSG00000264015	42.86	56.63	44.15	51.55	34.05	56.11	0.7651789337066459	1.0
ENSG00000240038	23.3	16.2	12.04	5.32	15.68	34.01	0.7651853161823722	1.0
ENSG00000232273	4.22	8.66	7.47	4.33	3.17	8.4	0.7652973624944062	1.0
ENSG00000265679	10.63	12.79	14.16	15.52	7.1	8.48	0.7653188130543339	1.0
ENSG00000227583	1.0	2.0	1.0	2.0	3.0	1.0	0.7654277713591606	1.0
ENSG00000183604	1653.88	1903.93	1454.62	1751.61	1182.13	1836.44	0.7654357007892436	1.0
ENSG00000093134	2.06	10.31	4.92	3.8	4.18	4.55	0.765448696863358	1.0
ENSG00000267651	6.0	7.0	7.0	3.0	7.0	5.0	0.7654803526936503	1.0
ENSG00000175344	8.83	8.44	5.16	6.98	3.55	6.84	0.7654968680143436	1.0
ENSG00000168495	1645.5	1478.9	1445.32	1735.81	1053.37	1598.8	0.7654969927258275	1.0
ENSG00000198732	15.68	10.24	6.37	13.09	7.18	13.74	0.7655297937366061	1.0
ENSG00000229375	7.0	6.0	7.0	7.0	6.0	8.0	0.7655544036172579	1.0
ENSG00000267270	26.0	30.0	34.0	26.0	18.0	34.0	0.7657098755984378	1.0
ENSG00000250241	135.24	344.71	219.85	128.95	207.22	358.75	0.7657209776588098	1.0
ENSG00000106608	2143.03	2358.98	1994.93	2130.05	1473.21	2331.73	0.7657431508367328	1.0
ENSG00000223896	1.0	2.0	3.0	2.0	0.0	2.0	0.7657911864124932	1.0
ENSG00000253604	2.01	1.0	3.26	1.0	2.01	1.0	0.7658552130415106	1.0
ENSG00000226043	6.8	15.58	13.79	11.52	6.2	13.19	0.7658561673398614	1.0
ENSG00000111215	263.3	317.56	240.64	253.0	210.56	264.32	0.7658660364459697	1.0
ENSG00000206344	33.72	50.21	29.6	29.14	36.12	45.67	0.765936217184621	1.0
ENSG00000270429	1.0	9.0	2.0	6.0	3.0	5.0	0.7662121030286849	1.0
ENSG00000108219	3128.73	3173.22	3148.35	3062.63	2018.25	3623.47	0.7662360018964881	1.0
ENSG00000204176	138.88	184.09	115.5	136.46	98.24	153.94	0.7662769886781926	1.0
ENSG00000100302	10.0	5.0	7.0	20.0	0.0	7.0	0.7662927920199742	1.0
ENSG00000173918	3.0	3.0	9.02	2.0	4.0	5.03	0.7663425410780544	1.0
ENSG00000214192	0.0	5.33	2.85	6.18	0.0	5.53	0.7664398929090532	1.0
ENSG00000254202	10.22	13.26	9.45	12.64	4.46	17.81	0.7664537252867164	1.0
ENSG00000263672	17.59	21.49	9.95	17.24	13.43	8.45	0.7665052293986403	1.0
ENSG00000258779	2.0	0.0	1.0	3.0	2.0	0.0	0.7665095345610601	1.0
ENSG00000163719	2720.53	2841.15	2426.05	2666.25	1795.47	2843.46	0.7665329890993186	1.0
ENSG00000245552	20.74	20.22	9.66	21.22	9.76	20.98	0.7665367648128284	1.0
ENSG00000100028	5803.17	5909.6	5486.89	5866.39	4447.19	5895.78	0.7665408822221537	1.0
ENSG00000253288	2.1	2.11	0.0	1.07	2.17	2.12	0.7666091944843703	1.0
ENSG00000070423	1284.37	1290.0	1382.97	1406.0	875.0	1552.84	0.7666714053390412	1.0
ENSG00000070087	10282.0	11348.0	9256.0	10529.0	8177.0	10262.0	0.7666985639657983	1.0
ENSG00000241478	9.5	5.1	13.8	12.26	9.16	9.19	0.7667329859516306	1.0
ENSG00000249500	13.02	17.83	11.04	14.87	7.3	13.05	0.7667362279893915	1.0
ENSG00000213337	2143.82	2262.01	2033.41	2014.22	1551.59	2583.85	0.7667422219244912	1.0
ENSG00000188811	1613.06	1778.23	1380.92	1590.63	1220.54	1694.18	0.7667658853504775	1.0
ENSG00000259527	2477.0	3111.0	2837.0	1577.0	2016.0	3932.0	0.7667900127120931	1.0
ENSG00000242999	1.0	2.12	0.0	0.0	3.0	2.0	0.7668215789784044	1.0
ENSG00000079332	3810.0	4001.0	3895.0	3940.0	3035.0	4077.0	0.7668291946845264	1.0
ENSG00000237118	17.28	17.99	19.1	17.2	6.0	24.49	0.7668491413532843	1.0
ENSG00000227582	12.0	18.0	23.95	13.0	12.0	33.0	0.7669508061494036	1.0
ENSG00000112584	2795.45	3397.2	2823.64	2857.53	2403.83	3217.73	0.7669522677821229	1.0
ENSG00000111737	4402.0	4439.0	4110.0	4268.0	2860.0	4769.0	0.7669779245037789	1.0
ENSG00000267373	15.04	15.09	12.11	14.68	5.73	14.78	0.7670080622601714	1.0
ENSG00000236480	18.24	24.34	19.24	13.18	14.18	25.34	0.767017545114586	1.0
ENSG00000260078	33.63	36.51	29.74	32.54	22.66	30.82	0.767082094056008	1.0
ENSG00000254829	1.0	2.16	0.0	4.0	0.0	1.45	0.7670878826744454	1.0
ENSG00000223837	29.0	36.09	32.64	26.0	32.06	23.32	0.7671448960068363	1.0
ENSG00000169964	332.82	305.86	279.27	300.0	178.43	358.54	0.7671686095227073	1.0
ENSG00000157020	6399.98	6105.57	6099.7	6229.67	4302.0	6498.0	0.7671748218634094	1.0
ENSG00000069956	9929.23	9747.15	10423.84	10057.01	7923.2	10497.29	0.7672881433430574	1.0
ENSG00000266428	5.0	4.0	6.0	5.0	5.0	0.0	0.7673607085590396	1.0
ENSG00000244009	1.25	3.77	0.0	1.23	1.21	0.0	0.7673719918013971	1.0
ENSG00000187815	326.0	324.0	353.0	320.0	250.0	329.0	0.7673745934196273	1.0
ENSG00000132376	1325.01	1398.7	1075.28	1270.33	902.47	1450.85	0.7673750330751727	1.0
ENSG00000261064	44.82	40.96	29.01	31.42	26.18	42.9	0.7673857386072278	1.0
ENSG00000239265	11.65	13.47	12.72	15.48	12.1	10.68	0.767502774278152	1.0
ENSG00000264438	13.46	25.93	16.41	11.34	15.24	19.19	0.7675656980062234	1.0
ENSG00000101447	2231.0	4508.0	3650.0	2348.0	2974.0	3658.0	0.7676408584856871	1.0
ENSG00000109107	326.2	285.94	341.6	327.64	185.67	442.6	0.767668880839717	1.0
ENSG00000182473	5817.43	7092.46	5675.65	5864.73	3895.53	7305.39	0.7676765469380453	1.0
ENSG00000157111	24.0	14.0	21.0	32.0	13.0	17.0	0.7676830627793475	1.0
ENSG00000184083	1655.0	1826.0	1772.0	1635.0	1230.0	2194.0	0.7677082842614007	1.0
ENSG00000157557	981.0	707.0	739.0	953.0	583.0	810.0	0.7677900984825745	1.0
ENSG00000252075	3.0	0.0	0.0	1.0	1.0	3.0	0.7677988436440469	1.0
ENSG00000244371	208.46	261.72	180.75	212.66	156.25	208.13	0.7678220827812906	1.0
ENSG00000237646	1.0	3.0	1.0	3.0	0.0	0.0	0.7678263386281787	1.0
ENSG00000231401	1.0	2.0	0.0	1.0	0.0	4.0	0.7678436440505529	1.0
ENSG00000205978	169.0	190.0	101.0	103.0	99.0	202.0	0.7678791421723069	1.0
ENSG00000138111	216.64	211.89	182.55	188.85	134.12	228.43	0.7679159921821569	1.0
ENSG00000221411	1.0	3.0	0.0	2.0	2.0	2.0	0.7679400186784453	1.0
ENSG00000265817	10.11	8.14	17.43	21.99	0.0	22.92	0.7679624211198368	1.0
ENSG00000198843	6706.42	7357.53	6670.2	6882.62	5820.78	6696.81	0.7680566399873009	1.0
ENSG00000272030	148.07	167.15	137.1	172.76	85.96	190.23	0.7680789123348722	1.0
ENSG00000141858	2341.0	2781.0	2107.0	2233.0	1809.0	2473.0	0.7680982348488983	1.0
ENSG00000163067	452.15	453.24	431.32	418.58	357.27	497.91	0.7681068168695833	1.0
ENSG00000137411	2233.32	2381.32	2024.62	2393.71	1439.5	2554.0	0.7681256029653241	1.0
ENSG00000230154	0.0	1.4	2.62	1.46	1.39	2.79	0.7681616697460202	1.0
ENSG00000151655	5.0	8.0	7.0	8.0	5.0	8.0	0.7682099773797684	1.0
ENSG00000231025	274.0	308.0	255.0	295.0	180.0	279.0	0.7682106042064873	1.0
ENSG00000259884	22.75	21.26	21.45	25.46	15.43	25.31	0.7682664291295854	1.0
ENSG00000267765	3.29	2.54	5.85	5.84	0.16	8.75	0.7683055311231601	1.0
ENSG00000148688	1287.32	1301.57	1241.97	1311.51	1067.47	1225.57	0.7683811015113934	1.0
ENSG00000183960	1.0	2.0	1.0	1.0	1.0	4.0	0.768429455466821	1.0
ENSG00000259257	0.0	3.0	1.0	2.0	2.0	2.0	0.7684710850268118	1.0
ENSG00000212743	34.54	29.28	14.41	28.99	13.92	38.39	0.7685479899923485	1.0
ENSG00000261172	24.39	24.06	17.01	18.17	11.98	26.3	0.7685999405989964	1.0
ENSG00000227311	3.56	8.26	9.75	15.02	5.38	3.77	0.7686367354649847	1.0
ENSG00000259078	2.0	1.0	0.0	1.0	0.0	4.0	0.7686411703793532	1.0
ENSG00000141391	230.88	212.24	177.66	196.55	142.36	268.32	0.768693748745188	1.0
ENSG00000178075	105.0	105.64	75.03	75.36	72.0	102.92	0.7687059941540517	1.0
ENSG00000145375	405.0	423.0	411.0	417.0	353.0	403.0	0.768740622735453	1.0
ENSG00000260577	9.6	0.0	6.99	6.83	2.49	10.82	0.7687645854167687	1.0
ENSG00000240890	0.0	2.07	2.06	2.08	2.07	1.04	0.7687860210430139	1.0
ENSG00000242405	3.3	6.33	3.42	6.76	5.69	1.05	0.7689022343134099	1.0
ENSG00000214553	0.0	6.16	5.21	3.77	5.13	3.81	0.7689162062074743	1.0
ENSG00000132182	14264.09	15045.98	11890.0	13657.11	9591.0	14269.07	0.7689561751190244	1.0
ENSG00000210164	215.0	185.0	245.0	210.0	153.0	216.0	0.7690866172546142	1.0
ENSG00000264425	3.0	1.0	8.0	6.0	2.0	1.0	0.7691061312528324	1.0
ENSG00000135070	2161.34	1790.79	2049.4	2054.45	1534.36	2141.42	0.7692433335790628	1.0
ENSG00000271919	0.0	6.01	6.0	4.0	3.0	1.0	0.7693482645274333	1.0
ENSG00000242899	5.04	5.1	9.11	7.06	4.03	4.05	0.7693485276509672	1.0
ENSG00000089048	1900.0	1848.0	1870.0	1949.0	1599.0	1734.0	0.7693796177359994	1.0
ENSG00000149136	9766.5	9670.0	9575.96	9519.98	6839.6	10181.04	0.7694565676184846	1.0
ENSG00000205293	4.95	7.64	6.72	9.49	4.4	6.54	0.7694577920624384	1.0
ENSG00000120697	1878.49	1688.95	1856.43	1940.41	1414.52	1798.65	0.7696206614659586	1.0
ENSG00000185624	35928.51	38698.39	34406.99	35857.82	25055.26	38986.32	0.7696233773306268	1.0
ENSG00000103710	2.0	2.0	2.0	3.0	1.0	0.0	0.769732619937969	1.0
ENSG00000231237	12.75	8.66	5.38	15.29	7.33	5.99	0.7697542164787733	1.0
ENSG00000114391	27530.12	27621.83	24762.42	28128.71	20424.01	26746.5	0.7697696914628037	1.0
ENSG00000179921	7.0	14.0	6.0	14.0	2.0	6.0	0.7698447190209379	1.0
ENSG00000137413	1522.27	1927.38	1481.92	1501.3	1190.1	1768.24	0.7698837640016452	1.0
ENSG00000214203	5.77	7.75	6.08	9.12	4.06	8.47	0.7698848790350076	1.0
ENSG00000196664	14.26	16.24	10.45	13.58	12.42	15.63	0.7699068526524292	1.0
ENSG00000066056	27.67	32.17	22.66	35.91	20.56	25.6	0.7699540674892368	1.0
ENSG00000230707	3.0	9.0	4.0	6.0	3.0	9.0	0.7699598899231636	1.0
ENSG00000207501	18.0	26.0	17.0	18.0	16.0	27.0	0.7699676253343212	1.0
ENSG00000267659	15.5	12.02	12.55	16.13	8.47	16.64	0.7699926105866159	1.0
ENSG00000176274	209.79	258.52	207.99	213.78	156.24	236.37	0.7700123561543323	1.0
ENSG00000242314	2.16	0.0	1.7	1.02	2.4	2.15	0.7700606476352833	1.0
ENSG00000104938	18.35	25.4	10.16	11.23	14.26	18.73	0.7700643214141553	1.0
ENSG00000235897	74.33	85.52	51.38	66.08	39.84	81.72	0.7700716635670642	1.0
ENSG00000157036	528.76	484.67	527.01	535.56	394.9	544.36	0.7700837996644225	1.0
ENSG00000088827	9.0	4.0	4.0	5.0	6.0	7.0	0.7700966698302597	1.0
ENSG00000267493	37.0	35.0	37.0	35.0	24.0	51.0	0.7701105341373061	1.0
ENSG00000227674	153.18	150.02	110.66	143.7	83.87	143.36	0.7702262615597404	1.0
ENSG00000236852	1.22	1.11	2.26	3.36	0.0	2.45	0.7702502788089789	1.0
ENSG00000235927	20.72	17.31	18.91	23.45	10.07	26.35	0.7703074671541622	1.0
ENSG00000214145	23.41	21.22	21.19	24.95	18.51	22.09	0.7703239320817943	1.0
ENSG00000134371	3968.25	4378.11	3756.15	4028.17	3181.08	4160.77	0.7703308011934312	1.0
ENSG00000169668	91.12	62.67	59.38	60.04	40.71	88.92	0.7703345787799171	1.0
ENSG00000198176	5844.88	5835.86	6054.78	5531.76	4246.91	6434.86	0.7703571892213272	1.0
ENSG00000258526	9.0	8.0	4.0	5.0	6.0	5.0	0.7703837920422734	1.0
ENSG00000259215	0.0	3.0	1.02	1.55	2.0	2.01	0.7704200555128634	1.0
ENSG00000106006	44.85	43.61	37.57	33.69	21.33	57.3	0.7704283741645938	1.0
ENSG00000033011	1466.89	1396.08	1253.38	1398.23	955.34	1388.88	0.7704422111856324	1.0
ENSG00000104886	1556.67	1612.71	1606.36	1613.42	1092.89	1886.29	0.7704539270591645	1.0
ENSG00000213386	0.62	5.58	5.12	3.79	1.48	9.05	0.7704682614972186	1.0
ENSG00000213740	7.45	12.2	10.64	10.35	13.47	7.18	0.7705673163394856	1.0
ENSG00000233672	13.0	11.0	14.0	16.0	7.0	17.0	0.7705838096378931	1.0
ENSG00000108786	217.24	263.13	203.62	224.99	120.49	276.94	0.7706409853691374	1.0
ENSG00000257894	298.83	363.74	270.97	349.08	234.39	308.17	0.7706798198252375	1.0
ENSG00000063601	3060.0	3451.0	2969.0	3076.0	2492.0	3347.0	0.77074834221786	1.0
ENSG00000203724	73.0	101.0	102.0	78.0	63.0	105.0	0.7707604845234568	1.0
ENSG00000249637	35.0	37.0	27.0	30.97	21.0	35.0	0.7708327556538419	1.0
ENSG00000224914	372.41	490.82	418.49	359.7	301.29	493.4	0.7708552601434687	1.0
ENSG00000253166	0.0	3.81	0.0	0.0	0.0	1.84	0.7709556573060209	1.0
ENSG00000225822	8.27	5.65	2.2	7.46	1.04	3.11	0.7710119019948537	1.0
ENSG00000167522	11755.76	12167.24	10530.35	11601.54	8075.6	13112.07	0.7710338504980283	1.0
ENSG00000204590	3039.81	2594.49	2921.29	3101.81	1804.01	3442.92	0.7711198791511876	1.0
ENSG00000130427	1.0	3.0	0.0	2.0	1.0	3.0	0.7711707366811481	1.0
ENSG00000266792	8.64	5.33	5.9	7.52	5.37	8.72	0.7712434035952019	1.0
ENSG00000129028	499.94	519.8	539.86	557.0	376.0	565.97	0.7712811822919506	1.0
ENSG00000077935	43.0	67.0	46.0	46.0	45.0	61.0	0.7713174460511161	1.0
ENSG00000243101	0.0	2.0	2.0	3.0	2.0	1.0	0.771339360477461	1.0
ENSG00000265205	35.51	38.0	34.27	41.0	15.36	39.0	0.7713447402109157	1.0
ENSG00000113946	6.47	8.58	6.21	8.16	5.71	8.71	0.7714254536961019	1.0
ENSG00000142661	4.07	8.74	6.05	8.23	4.01	8.16	0.7714449035626255	1.0
ENSG00000100206	237.71	308.38	231.71	238.39	201.55	247.73	0.7714475626720222	1.0
ENSG00000266990	28.89	30.17	39.55	40.36	19.23	40.88	0.7714644439506344	1.0
ENSG00000185164	8949.24	9999.31	9303.85	8632.82	7171.33	10993.18	0.7715235651519149	1.0
ENSG00000005194	1925.06	1788.01	2083.0	1946.0	1448.0	2155.0	0.7715687566045605	1.0
ENSG00000100580	6536.82	5817.12	5902.33	6158.15	4143.02	6425.65	0.7715960613580415	1.0
ENSG00000145919	4179.0	3905.0	4371.0	4337.0	3065.0	4488.0	0.7715991613491214	1.0
ENSG00000164776	32.04	29.49	30.0	32.95	20.36	39.12	0.7716501070258837	1.0
ENSG00000128272	8164.14	8093.45	7691.28	8007.32	5603.62	8291.49	0.7716868719761669	1.0
ENSG00000151883	151.17	202.2	164.18	170.27	118.62	215.56	0.7717158506271681	1.0
ENSG00000188818	219.52	272.54	200.47	190.33	152.78	341.86	0.7717169583839375	1.0
ENSG00000232527	221.65	259.99	237.21	243.36	167.49	285.77	0.7717384800861381	1.0
ENSG00000251143	364.77	514.31	319.29	412.89	231.04	436.35	0.7718022678324792	1.0
ENSG00000221923	275.76	270.25	291.4	292.49	200.01	257.78	0.7718106002706165	1.0
ENSG00000173077	4.05	8.56	6.09	6.27	7.1	7.18	0.771824671803759	1.0
ENSG00000269243	2072.76	2165.55	2011.02	1942.13	1561.3	2166.45	0.7718600502157262	1.0
ENSG00000213512	3.0	2.0	1.0	1.0	0.0	3.0	0.771922647754379	1.0
ENSG00000169750	729.0	727.0	707.0	677.0	492.0	803.0	0.7719237899473508	1.0
ENSG00000261485	49.0	63.0	39.0	43.0	45.0	39.0	0.7719892993156532	1.0
ENSG00000203588	10.46	11.32	9.77	8.02	14.57	8.83	0.7723510652009361	1.0
ENSG00000266926	20.79	21.16	16.99	27.73	12.34	19.36	0.7723711549930987	1.0
ENSG00000235049	1.0	2.0	1.0	4.0	1.0	1.0	0.7723722501128812	1.0
ENSG00000254556	5.0	7.0	6.0	8.0	7.0	4.0	0.772398823407733	1.0
ENSG00000264707	7.01	10.02	3.0	5.95	5.0	4.55	0.7724522728929607	1.0
ENSG00000196312	268.94	334.41	236.53	286.13	222.77	289.59	0.7724617581738935	1.0
ENSG00000229619	23.86	36.25	55.38	44.06	0.0	57.41	0.7724812128554296	1.0
ENSG00000167272	1814.4	1937.56	1896.48	1798.96	1327.03	2033.25	0.7724983266340011	1.0
ENSG00000260742	53.87	57.32	52.8	69.0	40.58	51.3	0.77252592052707	1.0
ENSG00000168152	233.88	316.89	233.95	232.93	187.65	279.83	0.7725480619358823	1.0
ENSG00000186026	102.69	137.44	100.26	127.14	66.96	109.38	0.7725526965794657	1.0
ENSG00000255449	5.57	7.61	1.1	7.64	4.46	3.22	0.7726019141003776	1.0
ENSG00000267698	51.12	61.23	55.81	53.48	38.22	75.24	0.7726147324959637	1.0
ENSG00000108825	0.0	0.0	1.7	0.0	0.0	4.14	0.7727110988502468	1.0
ENSG00000241156	5.66	10.13	7.48	7.2	5.06	6.17	0.7727259859709948	1.0
ENSG00000166233	5086.42	5289.88	5038.16	5076.85	3632.38	5385.07	0.7727352163631085	1.0
ENSG00000256742	31.39	24.93	20.77	20.78	12.06	35.28	0.7727833777677818	1.0
ENSG00000227060	1.0	3.0	0.0	3.0	1.0	2.0	0.7728196720243707	1.0
ENSG00000266916	23.5	19.09	17.29	19.64	20.53	18.57	0.7728480204570418	1.0
ENSG00000139842	3697.94	3791.76	3506.9	3474.62	2793.82	3692.18	0.7728531757635662	1.0
ENSG00000173557	0.0	2.0	1.0	0.0	3.0	1.0	0.7729853529532476	1.0
ENSG00000213558	8.52	18.02	10.59	12.6	9.52	15.99	0.7730256940879364	1.0
ENSG00000168288	6342.88	7062.95	6629.67	6539.31	5519.08	6729.01	0.7730280374256663	1.0
ENSG00000109956	2.0	3.0	1.0	3.0	0.0	1.0	0.7730483996494786	1.0
ENSG00000104299	881.0	1042.0	856.0	854.0	649.0	1020.0	0.7730668252571569	1.0
ENSG00000126970	2.0	0.0	2.0	3.0	2.0	1.0	0.7730958558244663	1.0
ENSG00000116750	3154.26	2886.77	2872.25	2876.76	2350.5	2779.45	0.773133948364866	1.0
ENSG00000186815	2374.97	2275.0	1718.99	2285.0	1459.0	2350.1	0.773197328626864	1.0
ENSG00000134058	1744.0	1718.0	1821.0	1785.0	1386.0	1835.0	0.7732064755315533	1.0
ENSG00000125686	2688.68	2908.0	2738.88	2801.07	2066.88	3029.95	0.7732317476859287	1.0
ENSG00000153214	3260.0	3596.0	3004.0	3400.0	2638.0	3208.0	0.7732436718474348	1.0
ENSG00000143569	10933.93	11613.0	10777.0	10614.0	7691.0	12261.0	0.7732819235893469	1.0
ENSG00000156500	662.27	877.79	641.39	614.22	505.8	847.61	0.7732898749026603	1.0
ENSG00000170423	2.0	2.0	0.0	1.0	3.0	2.0	0.7732969943189223	1.0
ENSG00000235143	4.19	8.22	1.05	6.75	2.04	7.1	0.773337804976608	1.0
ENSG00000235052	11.0	15.0	10.0	8.0	12.0	17.0	0.7733500512936813	1.0
ENSG00000265052	13.62	17.56	12.24	15.94	11.72	16.26	0.7734126883294893	1.0
ENSG00000234734	1.37	1.51	1.0	2.27	0.0	4.2	0.7734865533410348	1.0
ENSG00000255301	1.02	1.4	12.24	9.66	3.72	4.88	0.7735118723527014	1.0
