id	HC1.coch	HC2.vest	Non.HC1.coch	Non.HC2.vest	pval	qval
ENSG00000126522	27.0	19.0	46.0	83.0	0.19108058405907274	0.448276008907252
ENSG00000111371	2564.0	1288.0	1405.0	1245.0	0.19111251955922118	0.448276008907252
ENSG00000172007	456.0	324.0	1225.0	579.0	0.19115294886068349	0.448276008907252
ENSG00000151150	2898.0	1056.0	852.0	1548.0	0.19115660142883845	0.448276008907252
ENSG00000073111	20.0	28.0	70.0	74.0	0.19118084944685187	0.448276008907252
ENSG00000163624	64.0	90.0	288.0	134.0	0.19119558998087594	0.448276008907252
ENSG00000100101	25.0	7.0	46.0	48.0	0.1912338181869741	0.448276008907252
ENSG00000070061	697.0	383.0	437.0	311.0	0.19125899425943174	0.448276008907252
ENSG00000165684	19.0	15.0	45.0	56.0	0.1913031942846008	0.448276008907252
ENSG00000122779	1494.0	916.0	1169.0	452.0	0.19132801219109913	0.448276008907252
ENSG00000055917	8757.0	8399.0	8329.0	3259.0	0.1913470742748618	0.448276008907252
ENSG00000105852	2.0	13.0	22.0	55.0	0.1914768781758937	0.44848637784199086
ENSG00000151332	264.0	202.0	202.0	122.0	0.1915851101090085	0.4486143131495892
ENSG00000133195	130.0	44.0	64.0	30.0	0.19161153714185844	0.4486143131495892
ENSG00000175220	121.0	116.0	172.0	421.0	0.19172342557095703	0.448697392152685
ENSG00000198105	260.0	165.0	190.0	95.0	0.19172707479137924	0.448697392152685
ENSG00000213199	44.0	36.0	30.0	2.0	0.1918182815889732	0.4488171439391337
ENSG00000100836	131.0	57.0	58.0	53.0	0.1919648439027418	0.4490187568388334
ENSG00000105605	21.0	24.0	96.0	42.0	0.19198455856632726	0.4490187568388334
ENSG00000178449	40.0	38.0	133.0	77.0	0.19210231044821813	0.44908974600765383
ENSG00000166575	672.0	791.0	601.0	468.0	0.19211141278141183	0.44908974600765383
ENSG00000100324	10.0	0.0	8.0	41.0	0.1921785061228029	0.44908974600765383
ENSG00000143107	68.0	246.0	36.0	1600.0	0.19219580557274307	0.44908974600765383
ENSG00000204138	380.0	291.0	768.0	705.0	0.1922152186748192	0.44908974600765383
ENSG00000113734	95.0	69.0	61.0	40.0	0.19231138095589703	0.44922079193907183
ENSG00000145337	80.0	58.0	37.0	45.0	0.1924278096847717	0.4493991138679772
ENSG00000106399	70.0	62.0	241.0	105.0	0.19250164636926398	0.44940449525716236
ENSG00000185838	9.0	4.0	10.0	41.0	0.19253876434784536	0.44940449525716236
ENSG00000158773	14.0	3.0	36.0	22.0	0.19255038275826503	0.44940449525716236
ENSG00000085224	12958.0	6850.0	9028.0	3817.0	0.1926178668798972	0.449468419592766
ENSG00000198846	2702.0	2449.0	2341.0	1353.0	0.19271434678015198	0.4495999640802297
ENSG00000144560	89.0	83.0	169.0	246.0	0.1930118319472652	0.4502002988199839
ENSG00000144524	213.0	143.0	165.0	65.0	0.19311191616958276	0.4503400416602918
ENSG00000118900	862.0	345.0	473.0	321.0	0.19324290243429984	0.45055177543438046
ENSG00000114107	443.0	208.0	285.0	141.0	0.19329061862118554	0.45056931477302764
ENSG00000204469	475.0	300.0	438.0	1446.0	0.1934568149725362	0.45071714270204893
ENSG00000055483	25.0	34.0	39.0	152.0	0.193490326295514	0.45071714270204893
ENSG00000182150	806.0	600.0	683.0	290.0	0.19353123366981453	0.45071714270204893
ENSG00000164402	211.0	124.0	350.0	377.0	0.19355740375563862	0.45071714270204893
ENSG00000105127	2214.0	973.0	1422.0	680.0	0.19358202508109212	0.45071714270204893
ENSG00000180694	1365.0	1085.0	5769.0	1086.0	0.19361696706890386	0.45071714270204893
ENSG00000158246	12.0	1.0	11.0	43.0	0.19364242661852996	0.45071714270204893
ENSG00000278129	41.0	51.0	30.0	22.0	0.19367568924137107	0.45071714270204893
ENSG00000131374	472.0	454.0	375.0	297.0	0.19399699943774254	0.4513711838308621
ENSG00000023287	4672.0	2451.0	3408.0	1160.0	0.1941137305000508	0.4515490597438409
ENSG00000176396	133.0	82.0	92.0	39.0	0.19439306752623173	0.4520826287986333
ENSG00000197415	2027.0	589.0	1117.0	444.0	0.1944237603423917	0.4520826287986333
ENSG00000115541	154.0	106.0	242.0	342.0	0.1944861732687004	0.45213396979305925
ENSG00000170759	5884.0	4167.0	4657.0	2268.0	0.19458923712307885	0.4522797736159473
ENSG00000020129	47.0	22.0	55.0	128.0	0.19478301441660975	0.4523136241454673
ENSG00000099957	39.0	38.0	13.0	26.0	0.1947869731601609	0.4523136241454673
ENSG00000102805	162.0	123.0	417.0	240.0	0.1947892717610902	0.4523136241454673
ENSG00000100403	214.0	206.0	455.0	502.0	0.19479616340328432	0.4523136241454673
ENSG00000275895	351.0	99.0	193.0	48.0	0.1948055465989577	0.4523136241454673
ENSG00000176978	55.0	13.0	55.0	128.0	0.19484835195278327	0.4523193260283082
ENSG00000137968	221.0	159.0	184.0	27.0	0.19494205936659245	0.4524431646996897
ENSG00000100109	22.0	7.0	34.0	53.0	0.19513810665036266	0.45280442466374776
ENSG00000172375	155.0	104.0	28.0	110.0	0.19519686432045188	0.4528470300149556
ENSG00000106003	74.0	61.0	40.0	42.0	0.19527225872408063	0.452914001583745
ENSG00000103496	64.0	33.0	62.0	196.0	0.19532089625470705	0.452914001583745
ENSG00000109320	161.0	73.0	234.0	281.0	0.19534694002296227	0.452914001583745
ENSG00000164111	1822.0	2071.0	1481.0	1367.0	0.19545256446656104	0.4530651876902707
ENSG00000168765	6.0	5.0	7.0	40.0	0.1956073365093929	0.45319845691795513
ENSG00000178662	6.0	150.0	7.0	47.0	0.19562904077282695	0.45319845691795513
ENSG00000105220	135.0	72.0	145.0	346.0	0.19563134103710839	0.45319845691795513
ENSG00000100129	318.0	179.0	413.0	681.0	0.19573295135674684	0.4532741953754098
ENSG00000099942	240.0	161.0	407.0	466.0	0.19574490453277063	0.4532741953754098
ENSG00000127993	222.0	110.0	153.0	44.0	0.19587744373090393	0.453487431685963
ENSG00000074964	40.0	69.0	206.0	110.0	0.19598803262342818	0.4535729956731751
ENSG00000177144	1834.0	2778.0	2019.0	1301.0	0.1959953248029313	0.4535729956731751
ENSG00000183474	1419.0	615.0	953.0	343.0	0.19607657346379684	0.45359161056321806
ENSG00000133983	32.0	15.0	11.0	9.0	0.19608429480725734	0.45359161056321806
ENSG00000177200	2092.0	1499.0	1702.0	831.0	0.19631736974199054	0.4539733346575725
ENSG00000179299	4.0	5.0	38.0	7.0	0.19633030565744083	0.4539733346575725
ENSG00000124107	17.0	0.0	2.0	112.0	0.19638326383948865	0.45400214222327645
ENSG00000128266	157.0	71.0	69.0	69.0	0.1965437069269143	0.4542693808487439
ENSG00000135829	8739.0	4529.0	6128.0	2510.0	0.19657990780528606	0.4542693808487439
ENSG00000181788	66.0	60.0	76.0	270.0	0.19666830032722735	0.4543799766422545
ENSG00000111058	86.0	135.0	72.0	72.0	0.1967370268860552	0.45444510022515533
ENSG00000132718	80.0	118.0	225.0	280.0	0.19684791000608196	0.45460755483481224
ENSG00000160570	11.0	12.0	8.0	91.0	0.19715008121945754	0.455141980340894
ENSG00000169136	165.0	33.0	410.0	115.0	0.1971605224384818	0.455141980340894
ENSG00000090316	147.0	114.0	227.0	371.0	0.1972608855334086	0.45519886567564594
ENSG00000171940	351.0	221.0	836.0	447.0	0.1972663772928	0.45519886567564594
ENSG00000136878	229.0	38.0	24.0	88.0	0.1974706074444961	0.45557635510450734
ENSG00000143033	1747.0	1232.0	1421.0	685.0	0.19751247191300952	0.45557917904214745
ENSG00000144730	84.0	331.0	512.0	811.0	0.19758658996197262	0.4556563821176123
ENSG00000163749	52.0	62.0	45.0	23.0	0.19783515856615308	0.4561357728355771
ENSG00000198924	162.0	127.0	115.0	80.0	0.1980424728181299	0.45640886542399584
ENSG00000089195	437.0	245.0	324.0	127.0	0.19806922395512422	0.45640886542399584
ENSG00000156709	439.0	192.0	213.0	207.0	0.19807574757250132	0.45640886542399584
ENSG00000121966	77.0	27.0	330.0	27.0	0.1982389488609068	0.4566910433067746
ENSG00000114648	40.0	20.0	63.0	93.0	0.1983426372924905	0.4568360312407681
ENSG00000044090	82.0	34.0	80.0	213.0	0.1985276627968357	0.4571105705112243
ENSG00000187231	1685.0	4948.0	2892.0	1545.0	0.19854338695978155	0.4571105705112243
ENSG00000164684	103.0	405.0	1107.0	555.0	0.19859014578945003	0.45712433969193733
ENSG00000156599	280.0	201.0	469.0	582.0	0.19869891005895954	0.45715818815044007
ENSG00000150627	24.0	39.0	21.0	11.0	0.19870010796423507	0.45715818815044007
ENSG00000187193	2.0	22.0	28.0	94.0	0.1987271945456819	0.45715818815044007
ENSG00000107949	60.0	58.0	124.0	172.0	0.1989326976700074	0.45753704162510933
ENSG00000198597	117.0	298.0	760.0	442.0	0.1991402647757931	0.4578511872712192
ENSG00000259494	58.0	46.0	36.0	24.0	0.19916015196282033	0.4578511872712192
ENSG00000112249	1321.0	988.0	1023.0	658.0	0.1991918144800835	0.4578511872712192
ENSG00000164091	244.0	170.0	449.0	449.0	0.19927646908648947	0.4579440073412417
ENSG00000119231	325.0	154.0	202.0	115.0	0.19931389935931473	0.4579440073412417
ENSG00000205269	2968.0	2221.0	2341.0	1380.0	0.19959252008324074	0.45849019469941166
ENSG00000047315	809.0	653.0	504.0	556.0	0.19983665957442617	0.4589569665702351
ENSG00000141378	332.0	134.0	193.0	106.0	0.20002981227487976	0.45921874609949714
ENSG00000143156	59.0	78.0	23.0	54.0	0.20003257245350978	0.45921874609949714
ENSG00000170348	824.0	746.0	2094.0	1423.0	0.20019915539433653	0.45931137237149877
ENSG00000183309	39.0	34.0	84.0	106.0	0.20020486861169967	0.45931137237149877
ENSG00000101294	198.0	72.0	228.0	371.0	0.20021505537725595	0.45931137237149877
ENSG00000121680	7.0	0.0	6.0	31.0	0.20025988717047405	0.45931137237149877
ENSG00000175334	85.0	51.0	124.0	199.0	0.20027778663263923	0.45931137237149877
ENSG00000183751	17.0	15.0	27.0	74.0	0.2004301943127028	0.4594939766588722
ENSG00000201998	45.0	47.0	38.0	8.0	0.20044990389088158	0.4594939766588722
ENSG00000138031	7.0	4.0	12.0	30.0	0.20048037821931705	0.4594939766588722
ENSG00000125149	87.0	59.0	145.0	196.0	0.20065027822437012	0.4597893742631212
ENSG00000123091	2278.0	2033.0	2149.0	881.0	0.20078330594741436	0.46000017569395363
ENSG00000183977	11.0	34.0	0.0	12.0	0.20084847705337638	0.46004138983105486
ENSG00000212916	41.0	46.0	36.0	5.0	0.20088337227680764	0.46004138983105486
ENSG00000157224	674.0	1148.0	868.0	430.0	0.20100422339988197	0.460224130782818
ENSG00000198162	2708.0	2791.0	2572.0	1405.0	0.20116921086579628	0.46043072790928385
ENSG00000113593	162.0	146.0	115.0	98.0	0.20117660172164784	0.46043072790928385
ENSG00000122585	15.0	1.0	20.0	38.0	0.2012206478874855	0.46043753068355026
ENSG00000104979	17.0	27.0	35.0	111.0	0.2014359141253373	0.46083604027449615
ENSG00000166848	662.0	560.0	483.0	414.0	0.20151788619573174	0.4608664524444541
ENSG00000069345	4120.0	2649.0	3343.0	1181.0	0.20155301352243613	0.4608664524444541
ENSG00000256950	219.0	149.0	103.0	143.0	0.20157254383007658	0.4608664524444541
ENSG00000130640	28.0	29.0	54.0	107.0	0.20162818158723322	0.4608996565238345
ENSG00000169925	865.0	721.0	619.0	549.0	0.2018008393887646	0.4612002873696333
ENSG00000112309	47.0	7.0	7.0	12.0	0.20196504790937778	0.46148148941380446
ENSG00000261236	13.0	8.0	7.0	78.0	0.202108831819187	0.4617159169947191
ENSG00000175662	680.0	589.0	246.0	585.0	0.202189358525738	0.4617790412409684
ENSG00000169299	268.0	61.0	105.0	77.0	0.202236420822381	0.4617790412409684
ENSG00000143919	83.0	24.0	31.0	22.0	0.20226004393337688	0.4617790412409684
ENSG00000134452	139.0	63.0	198.0	248.0	0.2023545995652937	0.46181214809002213
ENSG00000137101	3.0	1.0	0.0	31.0	0.20238811955217867	0.46181214809002213
ENSG00000142669	60.0	65.0	157.0	155.0	0.20240492173355185	0.46181214809002213
ENSG00000106077	36.0	24.0	41.0	126.0	0.2024393305722006	0.46181214809002213
ENSG00000124159	110.0	4.0	25.0	429.0	0.20251527567163224	0.4618738567109553
ENSG00000109846	759.0	819.0	1485.0	2130.0	0.20254878497690065	0.4618738567109553
ENSG00000147535	157.0	56.0	236.0	233.0	0.20263665605913747	0.46198025511957114
ENSG00000123472	195.0	77.0	81.0	84.0	0.20273999626852804	0.4621218703070759
ENSG00000131196	304.0	145.0	161.0	140.0	0.20284894193227113	0.46227620228923755
ENSG00000180011	51.0	29.0	121.0	79.0	0.2029481804200675	0.4623332043453335
ENSG00000183655	24.0	2.0	23.0	66.0	0.20295644055159556	0.4623332043453335
ENSG00000126067	222.0	151.0	270.0	583.0	0.20302206913307952	0.4623887433932998
ENSG00000162378	2582.0	1768.0	1867.0	1277.0	0.203211742727135	0.4627267186616257
ENSG00000196169	308.0	190.0	103.0	1478.0	0.2033020505016847	0.46281180458187254
ENSG00000075415	4291.0	2829.0	3249.0	1764.0	0.20338705449966185	0.46281180458187254
ENSG00000167088	418.0	340.0	348.0	197.0	0.20343544960293541	0.46281180458187254
ENSG00000124226	113.0	144.0	192.0	468.0	0.2034435623100415	0.46281180458187254
ENSG00000142867	370.0	426.0	210.0	344.0	0.20349125172626892	0.46281180458187254
ENSG00000252963	514.0	180.0	959.0	558.0	0.2034968229066949	0.46281180458187254
ENSG00000198799	1275.0	789.0	829.0	662.0	0.2038135690164988	0.4634381559178401
ENSG00000134308	1101.0	940.0	750.0	755.0	0.20399790177988503	0.46375652062223915
ENSG00000198843	1980.0	2226.0	1721.0	1393.0	0.20403632111586828	0.46375652062223915
ENSG00000122417	543.0	397.0	468.0	176.0	0.20413913750067222	0.4638961547501592
ENSG00000196843	9.0	59.0	60.0	218.0	0.2043224735186398	0.46421867210051726
ENSG00000151247	2449.0	1526.0	1930.0	817.0	0.20442080451303735	0.4642978368791399
ENSG00000066855	211.0	149.0	361.0	421.0	0.20445575541693853	0.4642978368791399
ENSG00000277161	117.0	41.0	59.0	28.0	0.20448157187085758	0.4642978368791399
ENSG00000116288	113.0	62.0	181.0	211.0	0.20473499634764783	0.4647791229358308
ENSG00000168395	57.0	65.0	139.0	168.0	0.20489535738263565	0.4650489889166523
ENSG00000102390	292.0	192.0	190.0	152.0	0.2049727886459984	0.46509849654503554
ENSG00000175536	90.0	27.0	44.0	13.0	0.20500014910160758	0.46509849654503554
ENSG00000074706	5.0	13.0	34.0	35.0	0.20513561839697886	0.46513346854719206
ENSG00000144228	2437.0	872.0	1555.0	452.0	0.20514663990119514	0.46513346854719206
ENSG00000108666	308.0	328.0	275.0	190.0	0.2051720181169583	0.46513346854719206
ENSG00000087088	12.0	12.0	28.0	52.0	0.20521691399356054	0.46513346854719206
ENSG00000136631	159.0	171.0	117.0	115.0	0.20522302724660232	0.46513346854719206
ENSG00000125356	64.0	59.0	138.0	163.0	0.20527067743886818	0.46514742148569077
ENSG00000166228	31.0	24.0	69.0	77.0	0.20545039622090486	0.46546057834202575
ENSG00000167182	88.0	36.0	165.0	125.0	0.20564056868208494	0.4656882512411009
ENSG00000104921	50.0	0.0	0.0	5.0	0.20565916036995963	0.4656882512411009
ENSG00000164168	677.0	465.0	522.0	296.0	0.20572191384657004	0.4656882512411009
ENSG00000147155	19.0	5.0	27.0	48.0	0.20574999672989347	0.4656882512411009
ENSG00000111913	593.0	416.0	290.0	416.0	0.205797223554107	0.4656882512411009
ENSG00000114554	299.0	60.0	299.0	524.0	0.2058001424307238	0.4656882512411009
ENSG00000168137	5965.0	3026.0	3952.0	2175.0	0.20597518438928583	0.4659902758837324
ENSG00000106460	1362.0	857.0	3626.0	1474.0	0.20607812733964734	0.4661290975539642
ENSG00000168803	216.0	208.0	171.0	134.0	0.20619270432363535	0.46629417298122905
ENSG00000154822	77.0	89.0	52.0	55.0	0.2064040480994359	0.46667797079360157
ENSG00000204406	1052.0	627.0	643.0	566.0	0.20695396740127245	0.4678269761178189
ENSG00000067715	3118.0	922.0	1670.0	89.0	0.20706381172084756	0.4679809131836091
ENSG00000107758	7112.0	3811.0	5410.0	1467.0	0.20713832731853668	0.4680549585246515
ENSG00000103005	23.0	7.0	33.0	55.0	0.20718055880121047	0.46805603872663637
ENSG00000169217	58.0	30.0	98.0	113.0	0.20738513057964808	0.46832550345912594
ENSG00000146700	16.0	58.0	15.0	335.0	0.2074292015921454	0.46832550345912594
ENSG00000180901	24.0	10.0	44.0	51.0	0.20745486036760433	0.46832550345912594
ENSG00000168438	776.0	330.0	467.0	277.0	0.20746694470811947	0.46832550345912594
ENSG00000129473	97.0	55.0	133.0	217.0	0.2076023150151462	0.4684819733350627
ENSG00000130713	21.0	17.0	55.0	53.0	0.20761984331209557	0.4684819733350627
ENSG00000137266	1670.0	429.0	801.0	483.0	0.20779035854742056	0.46868617040320987
ENSG00000090905	923.0	671.0	705.0	463.0	0.20779395779696283	0.46868617040320987
ENSG00000154721	190.0	82.0	36.0	898.0	0.20791950373736742	0.4686901569119189
ENSG00000081791	68.0	51.0	119.0	167.0	0.20793568360443795	0.4686901569119189
ENSG00000112365	212.0	271.0	251.0	69.0	0.2079563168174378	0.4686901569119189
ENSG00000102007	11.0	4.0	19.0	32.0	0.20796296525244287	0.4686901569119189
ENSG00000144847	211.0	155.0	135.0	122.0	0.2080058703406998	0.46869262442597887
ENSG00000100575	152.0	60.0	87.0	36.0	0.208254827147276	0.46904185984780417
ENSG00000104880	34.0	34.0	67.0	115.0	0.20836478292828725	0.46904185984780417
ENSG00000111667	31.0	40.0	57.0	146.0	0.20836563866224436	0.46904185984780417
ENSG00000198814	16.0	105.0	201.0	237.0	0.20836647475181372	0.46904185984780417
ENSG00000178031	286.0	411.0	547.0	1212.0	0.20837831704152998	0.46904185984780417
ENSG00000163399	2805.0	2763.0	4678.0	8312.0	0.20841190935788695	0.46904185984780417
ENSG00000155252	100.0	39.0	93.0	244.0	0.2085892921322798	0.4692059892299034
ENSG00000100982	35.0	34.0	40.0	164.0	0.20860924792629262	0.4692059892299034
ENSG00000213023	8.0	0.0	8.0	31.0	0.2086104059163103	0.4692059892299034
ENSG00000107669	777.0	836.0	791.0	387.0	0.208793629525116	0.46952388906249753
ENSG00000135093	62.0	45.0	93.0	170.0	0.2088782032417574	0.469586266304326
ENSG00000006837	238.0	100.0	107.0	110.0	0.20892092150802982	0.469586266304326
ENSG00000259330	268.0	287.0	138.0	244.0	0.2090098167032296	0.469586266304326
ENSG00000148824	57.0	30.0	33.0	12.0	0.20902272050248644	0.469586266304326
ENSG00000070423	18.0	6.0	27.0	46.0	0.20903081791780434	0.469586266304326
ENSG00000133773	1420.0	574.0	969.0	248.0	0.20917750987596975	0.46982165612294546
ENSG00000167981	329.0	310.0	313.0	142.0	0.20935778447362638	0.47012321511211946
ENSG00000138768	594.0	374.0	1180.0	872.0	0.20939564790854703	0.47012321511211946
ENSG00000196182	107.0	39.0	118.0	223.0	0.20965093064441226	0.470602109035615
ENSG00000132005	72.0	68.0	40.0	47.0	0.20985745123579436	0.47086213760154016
ENSG00000188176	361.0	443.0	1073.0	802.0	0.20988175455790312	0.47086213760154016
ENSG00000108774	217.0	61.0	312.0	294.0	0.20989278337153403	0.47086213760154016
ENSG00000163659	1591.0	1648.0	1287.0	1138.0	0.21006671247546196	0.47115803258301897
ENSG00000165392	226.0	64.0	538.0	168.0	0.2101584715124169	0.4712695470402467
ENSG00000166900	277.0	220.0	605.0	480.0	0.2103852511434368	0.47168373306358535
ENSG00000133250	54.0	26.0	65.0	136.0	0.21047030654700472	0.4717800712641318
ENSG00000146373	59.0	59.0	100.0	200.0	0.21051818481286053	0.4717930531291816
ENSG00000125868	1191.0	834.0	1970.0	2321.0	0.21056075816053216	0.4717941433099272
ENSG00000101158	59.0	20.0	74.0	119.0	0.2106860874232891	0.47194426084802127
ENSG00000198919	3684.0	2344.0	3112.0	618.0	0.21071195589155634	0.47194426084802127
ENSG00000136643	58.0	38.0	127.0	104.0	0.2108520169828691	0.47216362572472287
ENSG00000117614	105.0	82.0	204.0	218.0	0.21100158531769167	0.47240418841847887
ENSG00000167632	60.0	29.0	66.0	158.0	0.21113044283616467	0.4725982955657759
ENSG00000091127	94.0	75.0	64.0	45.0	0.21117591236166397	0.4726057052454089
ENSG00000132361	63.0	27.0	58.0	174.0	0.21136573307856632	0.4728910162757786
ENSG00000162729	19.0	5.0	15.0	67.0	0.21138776829241093	0.4728910162757786
ENSG00000095787	1412.0	1143.0	1023.0	885.0	0.21143789759809267	0.4729087853301314
ENSG00000106591	357.0	226.0	294.0	86.0	0.21159213108574282	0.4731593436008731
ENSG00000070214	3318.0	2618.0	12388.0	3049.0	0.21166524976837697	0.4732284503198057
ENSG00000158636	267.0	209.0	176.0	167.0	0.21195707393852511	0.4737364184359816
ENSG00000125753	102.0	39.0	165.0	154.0	0.21197697367304938	0.4737364184359816
ENSG00000157020	69.0	62.0	100.0	230.0	0.21219900876589387	0.47409015106891134
ENSG00000174197	6913.0	3774.0	4854.0	2501.0	0.2122198374722388	0.47409015106891134
ENSG00000255275	220.0	93.0	280.0	388.0	0.2122638047566997	0.4740938934693373
ENSG00000244405	143.0	190.0	269.0	557.0	0.21242934121873683	0.4743039716737012
ENSG00000149311	247.0	145.0	478.0	358.0	0.21244248365509846	0.4743039716737012
ENSG00000211584	155.0	55.0	123.0	375.0	0.21257280939573606	0.47450043674356857
ENSG00000156261	1381.0	926.0	1073.0	605.0	0.21265906117364425	0.47453654162847353
ENSG00000163590	466.0	522.0	1225.0	1013.0	0.21267364720262721	0.47453654162847353
ENSG00000123374	67.0	12.0	81.0	119.0	0.21271936986406167	0.4745441067017177
ENSG00000182256	38.0	0.0	123.0	40.0	0.21277382013150115	0.4745711348336904
ENSG00000063241	10.0	0.0	44.0	6.0	0.21300808942901545	0.47496387355605424
ENSG00000198231	639.0	421.0	378.0	389.0	0.21303464373236758	0.47496387355605424
ENSG00000284681	5.0	8.0	8.0	50.0	0.21309273139370077	0.47499891010606204
ENSG00000172771	23.0	39.0	5.0	22.0	0.2131367509977823	0.4750025802554949
ENSG00000197157	247.0	261.0	466.0	695.0	0.21349275179660793	0.4754665367996198
ENSG00000104290	1887.0	1548.0	1595.0	946.0	0.21352489348135464	0.4754665367996198
ENSG00000068781	20.0	0.0	37.0	45.0	0.21354220985016104	0.4754665367996198
ENSG00000197746	465.0	381.0	618.0	1292.0	0.2135525404178183	0.4754665367996198
ENSG00000114353	461.0	295.0	645.0	965.0	0.21357193722663587	0.4754665367996198
ENSG00000038219	2076.0	1547.0	1763.0	856.0	0.21359941831604687	0.4754665367996198
ENSG00000114491	13.0	24.0	55.0	62.0	0.21367954707350367	0.475550471053003
ENSG00000146410	45.0	8.0	9.0	11.0	0.213823257655208	0.47577584722407334
ENSG00000185515	1261.0	689.0	973.0	342.0	0.21400312246742384	0.4760331465729082
ENSG00000084112	136.0	74.0	201.0	255.0	0.21403095823938875	0.4760331465729082
ENSG00000117000	1182.0	876.0	891.0	638.0	0.21406628830276808	0.4760331465729082
ENSG00000137413	70.0	64.0	31.0	50.0	0.2143001863697807	0.4764494200547686
ENSG00000095585	17.0	0.0	19.0	53.0	0.21433848575702036	0.4764494200547686
ENSG00000107140	46.0	17.0	43.0	124.0	0.21451881553954152	0.47675573398062265
ENSG00000131508	7103.0	4351.0	5800.0	1671.0	0.21459955505942135	0.47684063671280746
ENSG00000108001	314.0	758.0	479.0	278.0	0.21465795775362387	0.4768758831585659
ENSG00000136003	6.0	6.0	13.0	33.0	0.21479005102781246	0.4770747913655196
ENSG00000257411	401.0	276.0	645.0	791.0	0.21485617865833007	0.4771271320839699
ENSG00000116044	365.0	386.0	840.0	837.0	0.21508575437652713	0.477542346318255
ENSG00000138594	530.0	261.0	1016.0	656.0	0.21513852685342658	0.4775649279261212
ENSG00000101577	496.0	611.0	397.0	424.0	0.2152828496235782	0.4777243214519609
ENSG00000118997	57.0	383.0	113.0	147.0	0.21529556395854652	0.4777243214519609
ENSG00000102468	32.0	2.0	0.0	6.0	0.2153773338637399	0.47777083119217756
ENSG00000176142	261.0	89.0	255.0	513.0	0.215476951764382	0.47777083119217756
ENSG00000104872	22.0	4.0	27.0	53.0	0.21548021481618404	0.47777083119217756
ENSG00000134910	2759.0	770.0	6452.0	1983.0	0.2154954143537234	0.47777083119217756
ENSG00000150054	421.0	420.0	311.0	312.0	0.21552962474030704	0.47777083119217756
ENSG00000132970	187.0	157.0	132.0	113.0	0.21564082942162952	0.4779228346809938
ENSG00000257365	27.0	15.0	32.0	88.0	0.2157181048027887	0.47797239286223075
ENSG00000197283	118.0	118.0	52.0	99.0	0.215748466358866	0.47797239286223075
ENSG00000064042	910.0	180.0	2505.0	433.0	0.21584166910309463	0.4780843925401484
ENSG00000157538	35.0	19.0	49.0	93.0	0.21591191110544905	0.4781154384079453
ENSG00000071205	60.0	23.0	162.0	55.0	0.21594098703473924	0.4781154384079453
ENSG00000180190	34.0	261.0	431.0	636.0	0.21616686434564855	0.4783793236143274
ENSG00000146282	179.0	155.0	136.0	102.0	0.2161889441138615	0.4783793236143274
ENSG00000151726	242.0	114.0	338.0	411.0	0.2162264792096974	0.4783793236143274
ENSG00000110844	26.0	13.0	16.0	109.0	0.21623086822067772	0.4783793236143274
ENSG00000197798	170.0	135.0	78.0	125.0	0.21631301166510816	0.4784666260390415
ENSG00000198804	26691.0	19999.0	53151.0	50163.0	0.216447329508001	0.4785970812732673
ENSG00000137822	292.0	77.0	136.0	83.0	0.2164573775250192	0.4785970812732673
ENSG00000139880	21.0	3.0	33.0	42.0	0.2165774520009279	0.4787681398009075
ENSG00000120265	694.0	625.0	546.0	445.0	0.21676331457512338	0.4790845339879994
ENSG00000135778	23.0	27.0	80.0	59.0	0.21712484974643878	0.47973025964221344
ENSG00000136816	70.0	61.0	106.0	215.0	0.2171410648906861	0.47973025964221344
ENSG00000139977	2909.0	1321.0	2071.0	691.0	0.2172187544643637	0.47980733744739257
ENSG00000117174	101.0	53.0	139.0	208.0	0.21732671248354477	0.47994259596572236
ENSG00000159314	13.0	7.0	13.0	57.0	0.21736561638875757	0.47994259596572236
ENSG00000175390	568.0	337.0	725.0	1193.0	0.2176544569074698	0.48047521208360533
ENSG00000161202	133.0	73.0	167.0	289.0	0.21769256040790647	0.48047521208360533
ENSG00000147224	142.0	140.0	137.0	52.0	0.21784648370714435	0.4807202918025764
ENSG00000165359	2283.0	855.0	1462.0	574.0	0.21805363555773283	0.4810827110022014
ENSG00000169926	140.0	206.0	254.0	634.0	0.2182031704825629	0.4813178947480382
ENSG00000048140	51.0	31.0	16.0	27.0	0.2183353438148183	0.48150585824132425
ENSG00000134215	145.0	59.0	413.0	103.0	0.21842954418195348	0.48150585824132425
ENSG00000126461	40.0	39.0	80.0	121.0	0.2184566923820607	0.48150585824132425
ENSG00000169193	134.0	70.0	93.0	27.0	0.21846019580868645	0.48150585824132425
ENSG00000108984	52.0	50.0	138.0	113.0	0.2185106790987142	0.48152245187666326
ENSG00000171033	1104.0	1646.0	1491.0	391.0	0.21862033018100532	0.48162734403220653
ENSG00000067248	402.0	171.0	184.0	202.0	0.2186815349004566	0.48162734403220653
ENSG00000164403	34.0	2.0	101.0	25.0	0.21868717048384756	0.48162734403220653
ENSG00000118046	75.0	33.0	58.0	221.0	0.21876749303890203	0.48170960458968604
ENSG00000169410	155.0	206.0	368.0	486.0	0.21906728029695338	0.48220815584518434
ENSG00000124491	0.0	9.0	36.0	21.0	0.2191021854960196	0.48220815584518434
ENSG00000157502	95.0	14.0	194.0	89.0	0.21912295681314622	0.48220815584518434
ENSG00000129636	1262.0	1014.0	2962.0	1977.0	0.21925451605868565	0.48237500213702683
